status,cocos4_symbol,cocos4_kind,cocos4_module,cocos4_path,cocos4_line,rust_symbol,rust_kind,rust_module,rust_path,rust_line,notes,cocos4_signature,rust_signature
rust-only,,,,,,get_layer_count,fn,tiled_map,src/tiled_map/tiled_asset.rs,54,Rust public symbol not matched to an exported cocos4 symbol,,pub fn get_layer_count(&self) -> usize { self.layers.len() }
rust-only,,,,,,get_tileset_count,fn,tiled_map,src/tiled_map/tiled_asset.rs,55,Rust public symbol not matched to an exported cocos4 symbol,,pub fn get_tileset_count(&self) -> usize { self.tilesets.len() }
rust-only,,,,,,TileLayer,struct,tiled_map,src/tiled_map/tiled_layer.rs,4,Rust public symbol not matched to an exported cocos4 symbol,,pub struct TileLayer {
rust-only,,,,,,new,fn,tiled_map,src/tiled_map/tiled_layer.rs,22,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn new(name: &str, width: u32, height: u32) -> Self {"
rust-only,,,,,,set_tile,fn,tiled_map,src/tiled_map/tiled_layer.rs,36,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn set_tile(&mut self, x: u32, y: u32, gid: u32) {"
rust-only,,,,,,get_tile,fn,tiled_map,src/tiled_map/tiled_layer.rs,43,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn get_tile(&self, x: u32, y: u32) -> Option<&TileData> {"
rust-only,,,,,,update_animation,fn,tiled_map,src/tiled_map/tiled_layer.rs,48,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn update_animation(&mut self, dt: f32, _tilesets: &[TilesetInfo]) {"
rust-only,,,,,,clear,fn,tiled_map,src/tiled_map/tiled_layer.rs,57,Rust public symbol not matched to an exported cocos4 symbol,,pub fn clear(&mut self) {
rust-only,,,,,,TiledMap,struct,tiled_map,src/tiled_map/tiled_map.rs,5,Rust public symbol not matched to an exported cocos4 symbol,,pub struct TiledMap {
rust-only,,,,,,new,fn,tiled_map,src/tiled_map/tiled_map.rs,13,Rust public symbol not matched to an exported cocos4 symbol,,pub fn new(name: &str) -> Self {
rust-only,,,,,,load,fn,tiled_map,src/tiled_map/tiled_map.rs,23,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn load(&mut self, asset: TiledMapAsset) {"
rust-only,,,,,,update,fn,tiled_map,src/tiled_map/tiled_map.rs,30,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn update(&mut self, dt: f32) {"
rust-only,,,,,,get_layer,fn,tiled_map,src/tiled_map/tiled_map.rs,36,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn get_layer(&self, name: &str) -> Option<&TileLayer> {"
rust-only,,,,,,get_tile_at,fn,tiled_map,src/tiled_map/tiled_map.rs,40,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn get_tile_at(&self, layer_name: &str, x: u32, y: u32) -> Option<&super::tiled_types::TileData> {"
rust-only,,,,,,get_width_in_pixels,fn,tiled_map,src/tiled_map/tiled_map.rs,44,Rust public symbol not matched to an exported cocos4 symbol,,pub fn get_width_in_pixels(&self) -> u32 { self.width_in_pixels }
rust-only,,,,,,get_height_in_pixels,fn,tiled_map,src/tiled_map/tiled_map.rs,45,Rust public symbol not matched to an exported cocos4 symbol,,pub fn get_height_in_pixels(&self) -> u32 { self.height_in_pixels }
rust-only,,,,,,get_layer_count,fn,tiled_map,src/tiled_map/tiled_map.rs,46,Rust public symbol not matched to an exported cocos4 symbol,,pub fn get_layer_count(&self) -> usize { self.tile_map.get_layer_count() }
rust-only,,,,,,is_loaded,fn,tiled_map,src/tiled_map/tiled_map.rs,47,Rust public symbol not matched to an exported cocos4 symbol,,pub fn is_loaded(&self) -> bool { self.is_loaded }
rust-only,,,,,,TileMapOrientation,enum,tiled_map,src/tiled_map/tiled_types.rs,2,Rust public symbol not matched to an exported cocos4 symbol,,pub enum TileMapOrientation {
rust-only,,,,,,TileRenderOrder,enum,tiled_map,src/tiled_map/tiled_types.rs,11,Rust public symbol not matched to an exported cocos4 symbol,,pub enum TileRenderOrder {
rust-only,,,,,,TileLayerType,enum,tiled_map,src/tiled_map/tiled_types.rs,20,Rust public symbol not matched to an exported cocos4 symbol,,pub enum TileLayerType {
rust-only,,,,,,TileData,struct,tiled_map,src/tiled_map/tiled_types.rs,28,Rust public symbol not matched to an exported cocos4 symbol,,pub struct TileData {
rust-only,,,,,,new,fn,tiled_map,src/tiled_map/tiled_types.rs,37,Rust public symbol not matched to an exported cocos4 symbol,,pub fn new(gid: u32) -> Self {
rust-only,,,,,,TiledObject,struct,tiled_map,src/tiled_map/tiled_types.rs,43,Rust public symbol not matched to an exported cocos4 symbol,,pub struct TiledObject {
rust-only,,,,,,new,fn,tiled_map,src/tiled_map/tiled_types.rs,57,Rust public symbol not matched to an exported cocos4 symbol,,pub fn new(id: u32) -> Self {
rust-only,,,,,,new,fn,tiled_map,src/tiled_map/tiled_types.rs,82,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn new(first_gid: u32, name: &str) -> Self {"
rust-only,,,,,,TmxParser,struct,tiled_map,src/tiled_map/tmx_parser.rs,5,Rust public symbol not matched to an exported cocos4 symbol,,pub struct TmxParser;
rust-only,,,,,,parse,fn,tiled_map,src/tiled_map/tmx_parser.rs,8,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn parse(xml_data: &str) -> Result<TiledMapAsset, String> {"
rust-only,,,,,,parse_version,fn,tiled_map,src/tiled_map/tmx_parser.rs,34,Rust public symbol not matched to an exported cocos4 symbol,,pub fn parse_version(xml_data: &str) -> String {
rust-only,,,,,,get_map_dimensions,fn,tiled_map,src/tiled_map/tmx_parser.rs,44,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn get_map_dimensions(xml_data: &str) -> (u32, u32) {"
rust-only,,,,,,apply,fn,tween,src/tween/easing.rs,41,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn apply(self, t: f32) -> f32 {"
rust-only,,,,,,node_tween,mod,tween,src/tween/mod.rs,2,Rust public symbol not matched to an exported cocos4 symbol,,pub mod node_tween;
rust-only,,,,,,NodeTweenProp,enum,tween,src/tween/node_tween.rs,9,Rust public symbol not matched to an exported cocos4 symbol,,pub enum NodeTweenProp {
rust-only,,,,,,NodeTweenBuilder,struct,tween,src/tween/node_tween.rs,19,Rust public symbol not matched to an exported cocos4 symbol,,pub struct NodeTweenBuilder {
rust-only,,,,,,new,fn,tween,src/tween/node_tween.rs,37,Rust public symbol not matched to an exported cocos4 symbol,,pub fn new(node: NodePtr) -> Self {
rust-only,,,,,,with_easing,fn,tween,src/tween/node_tween.rs,45,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn with_easing(mut self, easing: EasingMethod) -> Self {"
rust-only,,,,,,move_to,fn,tween,src/tween/node_tween.rs,50,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn move_to(mut self, target: Vec3, duration: f32) -> Self {"
rust-only,,,,,,move_by,fn,tween,src/tween/node_tween.rs,55,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn move_by(mut self, delta: Vec3, duration: f32) -> Self {"
rust-only,,,,,,scale_to,fn,tween,src/tween/node_tween.rs,60,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn scale_to(mut self, target: Vec3, duration: f32) -> Self {"
rust-only,,,,,,scale_uniform,fn,tween,src/tween/node_tween.rs,65,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn scale_uniform(mut self, factor: f32, duration: f32) -> Self {"
rust-only,,,,,,rotate_to,fn,tween,src/tween/node_tween.rs,70,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn rotate_to(mut self, target: Quaternion, duration: f32) -> Self {"
rust-only,,,,,,fade_to,fn,tween,src/tween/node_tween.rs,75,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn fade_to(mut self, alpha: f32, duration: f32) -> Self {"
rust-only,,,,,,delay,fn,tween,src/tween/node_tween.rs,80,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn delay(mut self, seconds: f32) -> Self {"
rust-only,,,,,,call,fn,tween,src/tween/node_tween.rs,85,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn call<F: Fn() + Send + Sync + 'static>(mut self, f: F) -> Self {"
rust-only,,,,,,build,fn,tween,src/tween/node_tween.rs,90,Rust public symbol not matched to an exported cocos4 symbol,,pub fn build(self) -> Tween {
rust-only,,,,,,start,fn,tween,src/tween/node_tween.rs,213,Rust public symbol not matched to an exported cocos4 symbol,,"pub fn start(self, tween_system: &mut TweenSystem) {"
rust-only,,,,,,node_tween,fn,tween,src/tween/node_tween.rs,219,Rust public symbol not matched to an exported cocos4 symbol,,pub fn node_tween(node: NodePtr) -> NodeTweenBuilder {
rust-only,,,,,,TweenState,enum,tween,src/tween/tween.rs,6,Rust public symbol not matched to an exported cocos4 symbol,,pub enum TweenState {
rust-only,,,,,,Tween,struct,tween,src/tween/tween.rs,129,Rust public symbol not matched to an exported cocos4 symbol,,pub struct Tween {
